"","iteration","Team","teamId","primaryKey","lastName","firstName","Position","jerseyNum","ovr_rating","speed_rating","acceleration_rating","strength_rating","agility_rating","awareness_rating","catching_rating","carrying_rating","throwPower_rating","throwAccuracy_rating","kickPower_rating","kickAccuracy_rating","runBlock_rating","passBlock_rating","tackle_rating","jumping_rating","kickReturn_rating","injury_rating","stamina_rating","toughness_rating","trucking_rating","elusiveness_rating","bCVision_rating","stiffArm_rating","spinMove_rating","jukeMove_rating","impactBlocking_rating","runBlockStrength_rating","runBlockFootwork_rating","passBlockStrength_rating","passBlockFootwork_rating","powerMoves_rating","finesseMoves_rating","blockShedding_rating","pursuit_rating","playRecognition_rating","manCoverage_rating","zoneCoverage_rating","spectacularCatch_rating","catchInTraffic_rating","routeRunning_rating","hitPower_rating","press_rating","release_rating","throwAccuracyShort_rating","throwAccuracyMid_rating","throwAccuracyDeep_rating","playAction_rating","throwOnTheRun_rating","height","weight","age","portraitId","id","_version_","encryptedId","Name","NameRM","Key","Rank"
"955",1,"MIA",12,2750,"Vigil","Zach","LB",49,59,83,90,75,81,58,65,50,18,29,22,29,45,45,76,82,10,91,89,72,50,35,22,28,10,56,45,45,45,45,45,57,69,64,72,58,64,72,15,15,15,64,59,20,6,6,6,6,6,74,240,25,7837,"0e61c352-b33e-465d-ab65-360c164530df",1542388800594903040,"avgdp7uit01h0shsr2a6m23q3g","Zach Vigil","zachvigil","LBzachvigil",8
"894",1,"MIA",12,28039,"Bushrod","Jermon","OL",74,81,68,79,87,63,85,20,40,30,30,16,16,82,80,27,50,10,92,90,89,25,12,10,30,10,10,87,89,84,90,87,25,10,27,27,10,12,12,12,10,10,35,10,12,6,6,6,6,6,77,315,32,627,"ee98ee06-be85-4b89-b4bf-90249a9ca794",1542388800310738944,"43picpi36i14jnfej41ocg9geo","Jermon Bushrod","jermonbushrod","OLjermonbushrod",1
"942",1,"MIA",12,10686,"Pouncey","Mike","OL",51,81,65,77,88,72,84,35,32,12,10,15,10,83,80,40,59,10,95,82,82,35,25,15,20,10,10,94,89,91,78,85,10,10,24,29,10,12,12,15,15,15,20,10,15,6,6,6,6,6,77,305,27,4449,"85b15b19-dc40-40ca-83b5-9fa8763535ed",1542388800531988480,"am51rri68ahrm8t0mha23eoo7s","Mike Pouncey","mikepouncey","OLmikepouncey",2
"891",1,"MIA",12,28413,"Albert","Branden","OL",76,80,61,79,88,67,87,45,45,30,30,25,25,74,84,30,50,10,85,83,85,20,12,10,30,10,10,86,83,91,94,98,10,10,20,28,15,12,15,15,15,15,20,10,15,6,6,6,6,6,77,320,31,256,"1459e399-b6b5-4ed5-924f-c08c903f9a30",1542388800297107456,"2t3ntv1qkuqdn2nhpacq09kbeg","Branden Albert","brandenalbert","OLbrandenalbert",3
"952",1,"MIA",12,17541,"Tunsil","Laremy","OL",67,78,65,79,88,77,72,26,31,22,22,20,17,81,84,35,77,9,92,89,92,32,22,18,26,13,17,83,82,81,84,84,18,14,27,29,18,11,13,20,22,19,26,9,22,6,6,6,6,6,77,310,22,8241,"b6428cd8-2def-45aa-bcf3-e5adc8d0c179",1542388800580222976,"fubr6tf6lo8b57ejm16ld9g0mc","Laremy Tunsil","laremytunsil","OLlaremytunsil",4
"917",1,"MIA",12,10876,"James","Ja'Wuan","OL",70,75,60,77,83,62,76,25,40,15,23,20,21,76,82,30,75,10,96,85,66,12,11,10,10,10,10,73,79,82,86,84,10,10,20,30,23,16,11,12,10,10,35,10,12,6,6,6,6,6,78,318,24,6463,"5aa6c18d-9999-40d0-a46e-96b2f3adc477",1542388800414547968,"48snh8q3evoifhtl7273614jdg","Ja'Wuan James","jawuanjames","OLjawuanjames",5
"954",1,"MIA",12,20172,"Urbik","Kraig","OL",60,72,59,76,89,48,78,32,40,28,19,21,29,78,76,19,15,10,95,78,82,10,23,10,10,10,10,69,85,68,89,77,10,10,19,23,19,15,14,12,10,10,12,10,12,6,6,6,6,6,77,324,30,3024,"7998001c-5032-4004-9b56-63fd32af998b",1542388800589660160,"euful024267gse49tmau0shcu4","Kraig Urbik","kraigurbik","OLkraigurbik",6
"919",1,"MIA",12,2032,"John","Ulrick","OL",68,71,65,84,77,64,68,39,45,37,30,16,15,78,76,37,75,10,84,82,86,20,12,10,30,10,10,78,74,78,78,84,30,20,27,28,10,12,12,12,10,10,33,10,12,6,6,6,6,6,77,311,24,7187,"4c9ac9cd-32f8-46d7-92f3-7cd3b7fe0299",1542388800423985152,"3g5comei35mg5ipquumk1cu3jk","Ulrick John","ulrickjohn","OLulrickjohn",7
"961",1,"MIA",12,9811,"Young","Sam","OL",79,70,62,77,83,48,72,22,35,26,25,20,20,79,75,17,55,10,93,82,68,10,20,10,10,10,10,58,75,85,80,66,10,10,17,19,29,11,12,15,15,15,27,10,15,6,6,6,6,6,80,316,29,3309,"89471f7f-82ca-4b10-b8a1-57dc5179aba1",1542388800622166016,"c7av0odnffph57js2vie2f2rjc","Sam Young","samyoung","OLsamyoung",8
"953",1,"MIA",12,2040,"Turner","Billy","OL",77,68,66,80,85,56,73,35,40,11,11,15,12,68,77,34,75,10,95,79,71,13,11,10,10,10,10,74,75,80,81,86,10,10,25,30,28,12,13,15,15,15,28,10,15,6,6,6,6,6,77,302,24,6616,"3f4d8955-7e6d-4b9a-aab4-2e01132642b9",1542388800584417280,"ecn3agquuu3kngavu95su322fg","Billy Turner","billyturner","OLbillyturner",9
"948",1,"MIA",12,1764,"Thomas","Dallas","OL",63,66,68,75,83,69,77,35,40,25,24,15,10,68,68,39,75,10,90,83,79,24,11,10,10,10,10,79,77,82,83,86,20,10,31,36,10,12,12,15,15,15,28,10,15,6,6,6,6,6,77,315,26,6119,"a994743a-b654-46ba-8000-b6f2525e4c83",1542388800561348608,"bup4ke82m11fpqqmno8arm6f34","Dallas Thomas","dallasthomas","OLdallasthomas",10
"937",1,"MIA",12,12036,"Painter","Vinston","OL",71,65,72,81,85,69,52,25,35,22,20,15,15,74,75,45,70,10,83,77,82,20,15,10,10,10,10,74,84,77,76,70,50,40,36,35,30,10,12,12,10,10,39,10,12,6,6,6,6,6,76,310,26,6011,"11370cae-9221-43b3-a4cb-a95f5a78d4d2",1542388800507871232,"qu09jrd5hr4a5nuf7e1u7matkk","Vinston Painter","vinstonpainter","OLvinstonpainter",11
"944",1,"MIA",12,2163,"Steen","Anthony","OL",65,62,61,75,80,61,50,35,40,31,29,16,12,74,79,35,68,10,86,79,85,25,15,10,10,10,10,66,72,76,78,82,10,10,29,35,26,11,19,15,15,15,25,10,15,6,6,6,6,6,75,310,26,6596,"1807a9ba-8e75-4216-9338-63d687490eae",1542388800542474240,"v6r69edmo4ti3nucoiihtre16g","Anthony Steen","anthonysteen","OLanthonysteen",12
"900",1,"MIA",12,2774,"Darr","Matt","P",4,76,67,63,46,59,56,45,48,44,46,91,86,25,20,24,48,10,92,87,50,10,20,15,18,15,15,15,15,15,15,15,10,10,10,35,15,10,25,12,10,10,12,10,12,15,15,15,15,15,73,220,24,7675,"b68499dc-0caf-4e5b-91d5-daf13f36d22b",1.542388800338e+18,"ff1qvcbmupau91t5ji5grup4n8","Matt Darr","mattdarr","Pmattdarr",1
"947",1,"MIA",12,11211,"Tannehill","Ryan","QB",17,79,81,85,62,83,78,76,61,91,79,68,72,40,35,36,85,20,94,95,92,47,67,85,46,76,78,39,40,42,35,36,10,10,25,29,15,15,25,78,70,62,22,10,73,85,86,73,72,84,76,220,28,5504,"df288c52-c457-40b2-a09d-a97d1a12c754",1542388800556105728,"7me6b50hm49qddjsqqm1hb3f3s","Ryan Tannehill","ryantannehill","QBryantannehill",1
"936",1,"MIA",12,28251,"Moore","Matt","QB",8,69,62,71,58,69,78,35,48,81,77,25,25,15,20,25,60,10,90,90,70,20,20,60,30,48,64,20,20,20,20,20,10,10,25,44,20,15,20,12,10,10,12,10,12,85,77,76,68,75,75,220,32,2166,"f56b8e2b-c117-4081-9660-3530bf6f29e5",1542388800502628352,"nbv4epo04fcj2gddviecr2cd9k","Matt Moore","mattmoore","QBmattmoore",2
"902",1,"MIA",12,17609,"Doughty","Brandon","QB",6,63,65,78,63,59,50,27,67,84,70,21,20,21,17,31,50,11,84,89,74,29,27,47,31,29,37,24,20,19,19,18,9,9,21,28,21,12,18,20,20,18,11,9,19,79,78,76,76,75,75,220,24,7983,"cac9683d-6707-4139-b8ce-86dfe10e07aa",1542388800347439104,"u7bs04jp96omju4g8jcmsqa6o0","Brandon Doughty","brandondoughty","QBbrandondoughty",3
"905",1,"MIA",12,265,"Dysert","Zac","QB",2,61,76,73,64,73,50,54,67,85,77,20,21,14,14,25,67,10,90,93,76,35,30,75,45,44,53,14,14,14,14,14,10,10,24,35,25,21,21,24,25,15,12,10,15,80,74,69,60,82,75,221,26,5780,"430fe51b-6fac-412e-b825-31fe418bfb89",1542388800360022016,"p09un0keo27jcl4cr16j397s50","Zac Dysert","zacdysert","QBzacdysert",4
"907",1,"MIA",12,20220,"Foster","Arian","RB",34,81,86,86,83,87,80,68,86,33,19,10,9,45,50,34,68,35,71,89,78,85,74,89,90,70,84,33,33,33,54,49,10,10,22,37,17,15,31,45,67,68,20,20,50,35,30,20,15,15,73,227,30,1141,"b3ae0fa4-0753-4fba-814d-2ba67ddd7638",1542388800369459200,"6ia31m5uhd9mffoi9l2c0jjlp0","Arian Foster","arianfoster","RBarianfoster",1
"890",1,"MIA",12,2400,"Ajayi","Jay","RB",23,75,87,89,71,86,66,63,78,34,28,47,43,45,70,39,88,55,74,82,84,69,81,85,86,87,85,45,45,44,49,47,5,5,31,45,10,10,20,70,63,68,35,15,60,10,10,10,5,5,72,228,23,6988,"d8ccd42c-bd08-4fca-ac55-9185464ed93f",1542388800292913152,"dtr0sseakhepghig4susohi6j8","Jay Ajayi","jayajayi","RBjayajayi",2
"949",1,"MIA",12,10589,"Thomas","Daniel","RB",30,72,83,89,76,79,76,63,69,65,49,20,22,47,74,40,77,35,88,87,78,85,66,83,90,87,81,50,54,48,60,52,30,30,31,35,35,18,25,72,70,59,35,15,50,55,49,45,33,45,73,233,28,4491,"cde9a75d-2e88-4e48-846f-d974376caefd",1542388800566591488,"2kpbq3qscj28nim1ja5j74sko4","Daniel Thomas","danielthomas","RBdanielthomas",4
"958",1,"MIA",12,2315,"Williams","Damien","RB",26,72,89,89,67,86,59,65,80,28,24,17,11,52,54,35,86,75,89,86,74,67,83,77,72,82,86,50,50,51,58,52,10,10,22,46,25,14,14,72,74,62,12,10,66,35,30,20,15,15,71,221,24,6641,"a9f4603b-8361-4d3a-b08d-867f7adf9c86",1542388800608534528,"28hfq5r7qr46v3kc9rejn8hm8k","Damien Williams","damienwilliams","RBdamienwilliams",3
"903",1,"MIA",12,17585,"Drake","Kenyan","RB",32,70,91,89,63,92,63,63,78,26,21,21,20,28,30,33,83,83,84,85,73,53,77,81,62,79,83,26,44,43,49,47,11,12,26,38,20,14,19,60,61,63,21,16,52,26,27,20,17,22,73,210,22,7984,"fbdf53a6-0437-4048-be3f-02f4840ccccf",1542388800351633408,"iv52uolal6l2tacbhimhnrpchk","Kenyan Drake","kenyandrake","RBkenyandrake",5
"940",1,"MIA",12,11233,"Pead","Isaiah","RB",22,67,90,92,57,90,65,60,67,30,22,11,10,39,40,34,83,72,84,94,85,46,75,77,63,90,77,38,45,40,42,44,10,10,24,40,25,13,13,66,83,74,20,20,69,35,30,20,15,15,70,204,26,5410,"13cefc6b-4fa2-416c-b98a-7ab6d289959b",1542388800522551296,"hlpacevi6g7utjp4us391iisng","Isaiah Pead","isaiahpead","RBisaiahpead",6
"924",1,"MIA",12,9956,"Jones","Reshad","SS",20,93,87,89,72,86,87,79,60,25,25,25,25,45,45,83,90,35,91,93,70,45,40,55,40,55,65,45,45,45,45,45,72,59,78,91,87,70,81,55,50,35,91,52,12,15,10,10,15,15,73,215,28,1733,"133c2c59-32cb-4a8f-b97e-1f66b1ee3f0f",1542388800447053824,"oiqqnbsviipse73tcj65rlv5u0","Reshad Jones","reshadjones","SSreshadjones",1
"909",1,"MIA",12,2881,"Gary","Shamiel","SS",27,64,88,88,75,81,49,59,62,25,25,25,25,45,45,69,88,10,90,87,81,42,37,59,42,57,62,43,45,45,45,45,41,47,58,76,49,72,68,59,48,36,74,67,12,6,6,6,6,6,72,217,26,7471,"97bd69ac-a0aa-445e-8960-8a4a7aa8a94d",1542388800378896384,"ivjfa0kbjdpihiknu39resjjt4","Shamiel Gary","shamielgary","SSshamielgary",2
"895",1,"MIA",12,10645,"Cameron","Jordan","TE",84,81,85,90,68,87,78,84,69,35,34,22,21,64,54,35,93,10,85,87,71,66,75,79,68,73,80,62,62,60,53,55,30,25,36,22,20,17,15,89,81,77,25,25,78,30,25,20,10,20,77,260,28,4339,"784395f3-2afb-4c44-a9ff-25341e4004b0",1542388800315981824,"281h87i6sm2kd07s5khjjikc80","Jordan Cameron","jordancameron","TEjordancameron",1
"943",1,"MIA",12,1672,"Sims","Dion","TE",80,75,79,87,76,75,62,74,75,35,30,25,25,75,50,44,87,20,79,86,74,81,46,73,67,72,66,80,69,65,67,61,10,10,45,35,10,12,18,79,81,59,30,25,73,10,10,10,10,10,76,265,25,6073,"3cba4e81-aeee-444d-ac60-6df6ad6b30b1",1542388800537231360,"0kab3idtu1ha9lh2dk8g2msotc","Dion Sims","dionsims","TEdionsims",2
"911",1,"MIA",12,9846,"Gray","MarQueis","TE",48,69,80,88,61,84,65,74,74,85,67,25,15,70,59,47,77,55,91,82,74,61,76,84,60,74,83,60,60,59,55,50,10,10,40,55,35,18,30,72,75,49,27,20,72,56,52,50,35,50,76,242,26,5831,"6ec51839-4c04-4467-8152-60327a58debd",1542388800387284992,"k3idvkemuoi4gau1ll544evoek","MarQueis Gray","marqueisgray","TEmarqueisgray",3
"922",1,"MIA",12,11803,"Jones","Dominique","TE",85,65,76,84,69,78,49,72,68,35,35,26,22,70,58,44,82,25,91,84,72,72,59,66,65,77,74,64,62,60,59,57,25,25,31,55,15,15,20,77,68,62,30,10,60,6,6,6,6,6,75,270,29,5913,"d9dafadb-0899-4f11-a662-fed76f62c7f1",1542388800438665216,"bjnng338aklt7v7ern74bk3708","Dominique Jones","dominiquejones","TEdominiquejones",4
"904",1,"MIA",12,17640,"Duarte","Thomas","TE",83,63,83,86,65,84,50,75,75,27,19,21,19,58,50,29,82,18,90,85,86,60,66,77,64,58,67,37,62,61,57,57,17,17,28,37,22,14,21,83,73,70,27,17,70,18,16,13,17,19,75,225,21,7987,"bd4b3add-f365-47d0-aa38-0b1831339dc0",1542388800355827712,"rfhcscqno5dhv39a38qhfavif8","Thomas Duarte","thomasduarte","TEthomasduarte",5
"901",1,"MIA",12,29216,"Denney","John","TE",92,48,66,70,74,63,87,62,57,22,24,29,18,52,65,66,44,10,90,82,84,33,47,10,25,10,10,65,45,45,45,45,67,52,66,72,65,15,20,50,55,49,65,15,15,10,10,10,10,10,77,252,37,4629,"ff953b18-a908-4a98-ab4b-87cf08e0be14",1542388800342196224,"rjuh0o02lq1c0mt7lav2v043hg","John Denney","johndenney","TEjohndenney",6
"926",1,"MIA",12,12339,"Landry","Jarvis","WR",14,87,90,90,66,92,89,92,82,33,35,16,17,64,40,45,86,94,90,92,90,73,87,92,68,81,87,59,59,57,40,35,10,10,45,55,29,10,15,94,88,87,12,10,84,15,10,6,6,10,71,202,23,6484,"8664251e-0840-4c9b-b65d-3c37ed5f0819",1542388800456491008,"mrh5eqbff05gto2rnagrvfqalc","Jarvis Landry","jarvislandry","WRjarvislandry",1
"938",1,"MIA",12,2437,"Parker","DeVante","WR",11,77,91,93,69,88,70,83,74,28,25,19,12,48,39,36,90,45,78,88,84,66,64,86,60,76,81,42,42,44,35,34,10,10,35,40,20,10,20,84,86,80,12,10,82,30,25,20,10,20,75,218,23,7266,"42bae191-1689-4180-9d6f-eed3aecf4fab",1542388800513114112,"2i24mhqmdsfbrqgbm289jnj070","DeVante Parker","devanteparker","WRdevanteparker",2
"945",1,"MIA",12,752,"Stills","Kenny","WR",10,74,92,91,51,91,76,80,73,30,23,19,20,44,43,29,86,39,92,90,78,46,84,77,39,72,79,48,49,48,42,44,10,10,34,35,24,11,22,83,80,75,12,10,71,25,20,15,20,15,72,194,24,6100,"8516a29c-b1a0-4f45-802c-6fd79bb577c2",1542388800546668544,"nn3flki3i9bhs8eekk2461mk1k","Kenny Stills","kennystills","WRkennystills",3
"896",1,"MIA",12,17602,"Carroo","Leonte","WR",88,70,89,89,66,87,61,83,68,35,24,23,22,43,40,34,88,52,88,91,79,41,67,75,51,68,74,32,34,34,26,24,11,11,35,38,21,16,24,79,83,74,15,16,72,15,10,6,6,10,72,211,22,7939,"8d8bc49f-e596-4a9e-a97d-b027989f4ec3",1542388800320176128,"7bt2nc6d0b71bopc2d50l6olts","Leonte Carroo","leontecarroo","WRleontecarroo",4
"957",1,"MIA",12,12142,"Whalen","Griff","WR",18,70,85,89,55,83,73,83,67,33,30,35,39,57,35,24,88,75,93,92,85,35,73,81,38,83,81,40,40,45,35,39,10,10,40,45,19,10,16,76,83,77,15,15,64,15,10,6,6,10,71,190,26,6153,"ff387b34-b502-4928-90cc-31229acc63ba",1542388800603291648,"mnop411916kbori1jnjafnvotg","Griff Whalen","griffwhalen","WRgriffwhalen",5
"910",1,"MIA",12,17620,"Grant","Jakeem","WR",19,66,96,95,69,91,49,80,69,35,31,23,22,42,37,20,87,85,85,87,77,25,82,83,34,76,86,11,44,44,36,34,11,11,19,39,21,16,24,69,68,78,15,16,57,28,26,21,15,23,66,165,23,8025,"5b92f5ae-024e-469c-8596-c1e067dae989",1542388800383090688,"1j5poul1r5a6lb4e6kmc7b8gm4","Jakeem Grant","jakeemgrant","WRjakeemgrant",6
"913",1,"MIA",12,2044,"Hazel","Matt","WR",15,64,88,93,54,88,55,77,72,23,21,21,21,42,37,27,87,65,91,88,69,39,72,75,44,74,73,40,42,42,30,30,10,10,41,42,28,10,22,73,75,64,15,15,71,15,10,6,6,10,73,202,24,6444,"38245c8b-28f5-45d9-846b-f888553b145c",1542388800395673600,"12lhj56cf3lr4p2s18i8navlc4","Matt Hazel","matthazel","WRmatthazel",7
"2335",1,"MIN",31,16526,"Newman","Terence","CB",23,80,85,84,46,85,91,72,69,12,14,18,10,45,45,57,87,62,89,94,72,10,65,80,15,72,85,45,45,45,45,45,22,40,64,78,91,80,79,45,20,35,65,55,15,6,6,6,6,6,70,197,37,2242,"335a8dd7-4f09-4e5b-923e-fd3c17bdbf31",1542388806799327232,"gfph2pfnbcmklmm7ovnoqs4vfg","Terence Newman","terencenewman","CBterencenewman",1
"2342",1,"MIN",31,1375,"Rhodes","Xavier","CB",29,80,91,90,56,90,80,67,64,35,30,19,22,45,45,58,96,40,88,92,84,50,65,70,45,60,72,45,45,45,45,45,55,64,51,74,80,76,80,70,55,25,70,92,45,6,6,6,6,6,73,218,26,6270,"a2b34f6f-686f-4564-b685-f6bfcdd7899a",1542388806829735936,"v9a76b97bts4o5mhnhm4bl3g9c","Xavier Rhodes","xavierrhodes","CBxavierrhodes",2
"2290",1,"MIN",31,17553,"Alexander","Mackensie","CB",20,75,90,91,66,90,69,53,57,27,26,18,17,26,17,46,88,70,89,90,73,28,65,64,29,69,71,20,43,44,43,44,24,28,46,79,69,81,78,38,42,26,60,81,27,6,6,6,6,6,70,190,22,7874,"4c53c3e2-1ba3-4b39-9e20-7b9053c1a9cb",1542388806605340672,"b6vt85c6nm3038mdmro3s4n0ec","Mackensie Alexander","mackensiealexander","CBmackensiealexander",3
"2334",1,"MIN",31,20202,"Munnerlyn","Captain","CB",24,75,87,91,57,89,75,71,62,17,21,21,24,45,45,65,85,72,91,93,70,10,59,85,10,85,90,45,45,45,45,45,32,48,61,78,75,72,81,25,45,20,65,77,15,6,6,6,6,6,69,195,28,2203,"f7a3449e-7b46-4452-9ad7-af30abe3a7c5",1542388806795132928,"slfiie3525hqdjn7fglp3e8quo","Captain Munnerlyn","captainmunnerlyn","CBcaptainmunnerlyn",4
"2360",1,"MIN",31,2574,"Waynes","Trae","CB",26,73,95,92,67,86,67,70,54,25,24,15,14,45,45,46,88,39,88,93,82,10,65,64,35,67,71,45,45,45,45,45,48,40,46,73,67,70,80,73,62,25,40,84,35,6,6,6,6,6,72,190,24,7371,"35d7fd6d-ca76-4fa9-b780-4b2d157a1348",1542388806906281984,"dsjfv00fnef4megdu8snsi0grg","Trae Waynes","traewaynes","CBtraewaynes",5
"2348",1,"MIN",31,11018,"Sherels","Marcus","CB",35,69,90,95,42,93,68,61,70,10,8,15,15,45,45,41,94,90,88,87,60,15,89,77,35,75,87,45,45,45,45,45,21,25,43,57,68,74,70,55,50,35,39,42,46,6,6,6,6,6,70,175,28,5473,"d2974d62-c073-445b-ba6b-c33242c76a4e",1542388806854901760,"7j2oitv2t9idrkgg3jptetmed8","Marcus Sherels","marcussherels","CBmarcussherels",6
"2340",1,"MIN",31,2138,"Price","Jabari","CB",25,65,89,89,60,87,56,49,64,17,17,15,22,45,45,55,78,44,87,90,71,24,70,66,22,73,69,45,45,45,45,45,36,35,56,74,56,73,79,45,43,20,48,65,15,6,6,6,6,6,71,200,24,6553,"3846f491-c1f3-4626-b816-726f405254cd",1542388806820298752,"fmrrb2mu1o42t0p9lf4r2shuns","Jabari Price","jabariprice","CBjabariprice",7
"2362",1,"MIN",31,14267,"White","Melvin","CB",31,65,87,82,63,85,60,63,62,35,35,25,25,45,45,65,83,45,92,88,76,35,60,45,25,75,70,45,45,45,45,45,44,54,61,76,60,70,80,55,50,45,58,71,30,6,6,6,6,6,73,215,26,6826,"2e340bbe-26c7-4cb6-904a-9c3a6b95fdd5",1542388806914670592,"3rlci3ug2019r9somtdamagrug","Melvin White","melvinwhite","CBmelvinwhite",8
"2312",1,"MIN",31,9836,"Griffen","Everson","DL",97,89,82,84,85,80,82,35,32,16,19,15,14,45,45,85,72,10,88,84,65,10,36,10,10,35,10,45,45,45,45,45,96,80,80,79,82,25,32,20,15,15,80,20,20,6,6,6,6,6,75,273,28,1316,"c29a5c68-1fd6-4b98-9252-b9ba8c44a284",1542388806699712512,"h937s90rjrcuhidoes1d61rsos","Everson Griffen","eversongriffen","DLeversongriffen",1
"2321",1,"MIN",31,9870,"Joseph","Linval","DL",98,89,67,79,95,63,84,24,40,20,23,15,16,45,45,89,72,10,87,84,76,25,10,10,10,20,18,45,45,45,45,45,90,60,97,83,84,20,15,15,15,15,56,16,15,6,6,6,6,6,76,329,27,1743,"4e6bf74e-2897-4ead-bef7-e98da654691b",1542388806738509824,"bfnk5jam84ofe73vfigbfk3fhs","Linval Joseph","linvaljoseph","DLlinvaljoseph",2
"2309",1,"MIN",31,1031,"Floyd","Sharrif","DL",73,83,76,85,84,72,79,45,55,32,22,19,13,45,45,89,79,10,93,80,90,44,20,28,25,20,24,45,45,45,45,45,82,74,83,83,79,18,25,15,15,15,75,10,15,6,6,6,6,6,75,311,24,5798,"86406288-93e8-4445-a42d-7b84ad5a4604",1542388806687129600,"n660iq7kht0oeu21rh5dt6avk8","Sharrif Floyd","sharriffloyd","DLsharriffloyd",3
"2344",1,"MIN",31,28021,"Robison","Brian","DL",96,79,78,86,81,73,84,49,40,20,20,15,15,45,45,72,87,10,94,89,82,35,28,20,35,15,20,45,45,45,45,45,64,87,76,76,84,36,65,15,10,10,69,25,12,6,6,6,6,6,75,259,33,2567,"e547921f-6ef0-470c-8a6c-1b3d12a1e94f",1542388806838124544,"868gs969256pv153tg3th4be7c","Brian Robison","brianrobison","DLbrianrobison",4
"2318",1,"MIN",31,2540,"Hunter","Danielle","DL",99,72,87,90,77,84,56,42,45,15,19,15,11,45,45,73,86,10,90,76,81,44,34,35,28,55,40,45,45,45,45,45,62,82,87,86,56,27,48,12,10,10,72,10,12,6,6,6,6,6,77,252,21,7179,"4990dadb-7d92-47dd-8ca2-0fc344e82938",1542388806724878336,"lgk9kblqfdsql22siteeuk33p0","Danielle Hunter","daniellehunter","DLdaniellehunter",6
"2320",1,"MIN",31,11022,"Johnson","Tom","DL",92,72,59,73,80,63,78,35,40,21,14,10,13,45,45,75,65,10,87,72,75,19,10,10,10,10,10,45,45,45,45,45,84,70,69,76,78,18,30,15,15,15,66,10,15,6,6,6,6,6,75,288,32,5277,"bdf066e7-8a5a-4fa5-91d6-36706bd93844",1542388806733266944,"l1uhl7a7q99201qk0ioqb6lpe0","Tom Johnson","tomjohnson","DLtomjohnson",5
"2302",1,"MIN",31,10942,"Crichton","Scott","DL",95,71,77,87,83,73,64,35,40,21,14,9,8,45,45,83,80,10,94,84,81,20,15,25,34,30,28,45,45,45,45,45,78,54,80,83,64,20,40,30,25,10,80,10,12,6,6,6,6,6,75,273,24,6388,"e1a251ba-8caa-433f-aac1-f2573e2b4190",1542388806656720896,"3lo4770pia1l76ega4f889m3jk","Scott Crichton","scottcrichton","DLscottcrichton",7
"2306",1,"MIN",31,10726,"Ellis","Kenrick","DL",66,71,63,74,92,61,67,40,45,28,19,17,16,45,45,81,52,10,88,65,92,35,20,10,15,10,10,45,45,45,45,45,79,55,81,76,67,15,20,15,15,15,83,10,15,6,6,6,6,6,76,346,28,4360,"6b841920-edc9-46c1-8e51-27195aaa3a36",1542388806674546688,"om096kg53s1eijarcuhmmvi8oc","Kenrick Ellis","kenrickellis","DLkenrickellis",8
"2353",1,"MIN",31,2136,"Stephen","Shamar","DL",93,65,63,77,85,61,61,35,40,21,14,11,12,45,45,79,78,10,90,80,86,31,10,15,19,10,10,45,45,45,45,45,77,49,77,79,61,15,25,15,15,15,68,12,15,6,6,6,6,6,77,310,25,6597,"4841d18a-860d-4c1c-a9a7-d35409060e16",1542388806875873280,"fpfj276id077netisqjm6mpndg","Shamar Stephen","shamarstephen","DLshamarstephen",9
"2356",1,"MIN",31,11098,"Trattou","Justin","DL",94,65,78,85,75,73,62,38,35,35,30,25,25,45,45,71,83,10,87,75,76,44,35,25,39,32,32,45,45,45,45,45,77,63,70,69,62,28,41,15,10,10,73,40,12,6,6,6,6,6,76,258,28,5524,"ef84366a-cf68-4afb-b877-10841e86a809",1542388806888456192,"qeis9mgq17q1bbq9bjunjd17do","Justin Trattou","justintrattou","DLjustintrattou",10
"2332",1,"MIN",31,2094,"Moore","Zach","DL",91,64,76,87,78,75,49,35,35,11,20,22,21,45,45,74,81,10,92,76,78,29,11,10,10,10,10,45,45,45,45,45,69,77,77,79,49,32,35,12,10,10,79,10,12,6,6,6,6,6,78,280,25,6528,"d25c1e85-c3b6-45e8-9c98-9199b6eed9f0",1542388806786744320,"9i4jkv4077lpji6n07dcbdo8es","Zach Moore","zachmoore","DLzachmoore",11
"2304",1,"MIN",31,2623,"Dubose","B.J.","DL",90,63,70,80,79,71,61,30,40,25,22,15,11,45,45,78,74,10,87,84,85,37,15,10,19,25,36,45,45,45,45,45,78,53,67,69,61,21,34,15,15,10,81,25,40,6,6,6,6,6,76,284,24,7093,"0018d14e-d141-4636-b2c2-17e13e6763eb",1542388806666158080,"imr00ajjael9j2qtak59ekuhuk","B.J. Dubose","bjdubose","DLbjdubose",13
"2361",1,"MIN",31,17789,"Weatherly","Stephen","DL",64,63,82,86,78,77,49,40,42,20,20,20,20,29,23,76,80,10,88,86,83,35,42,47,42,33,41,37,45,45,45,45,66,78,68,79,49,50,57,25,20,15,79,40,35,6,6,6,6,6,76,267,22,8256,"21f289bd-079b-43d6-8b43-20ef2703dc24",1542388806910476288,"89bbetgihsig11lsro1rm7knik","Stephen Weatherly","stephenweatherly","DLstephenweatherly",12
